2026-06-09 16:11:54.462082 [info] : [RPC-TIMING] id=281474976738796 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:10us | total:12us
2026-06-09 16:11:54.462412 [info] : [RPC-TIMING] id=281474976738797 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:3us send:24us | total:28us
2026-06-09 16:11:54.462444 [info] : [RPC-TIMING] id=281474976738798 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:2us send:9us | total:12us
2026-06-09 16:11:54.462520 [info] : [RPC-TIMING] id=281474976738799 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:11us | total:13us
2026-06-09 16:11:54.462542 [info] : [RPC-TIMING] id=281474976738800 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462598 [info] : [RPC-TIMING] id=281474976738801 CoreX.rpc.MathService.Add | deserialize:0us route:1us business:0us send:11us | total:12us
2026-06-09 16:11:54.462622 [info] : [RPC-TIMING] id=281474976738802 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:10us | total:12us
2026-06-09 16:11:54.462651 [info] : [RPC-TIMING] id=281474976738803 CoreX.rpc.MathService.Add | deserialize:0us route:1us business:0us send:10us | total:11us
2026-06-09 16:11:54.462677 [info] : [RPC-TIMING] id=281474976738804 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462704 [info] : [RPC-TIMING] id=281474976738805 CoreX.rpc.MathService.Add | deserialize:0us route:1us business:0us send:10us | total:11us
2026-06-09 16:11:54.462730 [info] : [RPC-TIMING] id=281474976738806 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462756 [info] : [RPC-TIMING] id=281474976738807 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:10us | total:12us
2026-06-09 16:11:54.462783 [info] : [RPC-TIMING] id=281474976738808 CoreX.rpc.MathService.Add | deserialize:0us route:1us business:0us send:10us | total:11us
2026-06-09 16:11:54.462809 [info] : [RPC-TIMING] id=281474976738809 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:0us send:10us | total:11us
2026-06-09 16:11:54.462835 [info] : [RPC-TIMING] id=281474976738810 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462861 [info] : [RPC-TIMING] id=281474976738811 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:10us | total:12us
2026-06-09 16:11:54.462888 [info] : [RPC-TIMING] id=281474976738812 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462914 [info] : [RPC-TIMING] id=281474976738813 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462940 [info] : [RPC-TIMING] id=281474976738814 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:10us | total:12us
2026-06-09 16:11:54.462218 [info] : [RPC-TIMING] id=21861 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462976 [info] : [RPC-TIMING] id=21862 CoreX.rpc.MathService.Add | deserialize:0us route:0us business:1us send:11us | total:12us
2026-06-09 16:11:54.463026 [info] : [RPC-TIMING] id=21863 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.462992 [info] : [RPC-TIMING] id=281474976738815 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
2026-06-09 16:11:54.463050 [info] : [RPC-TIMING] id=21864 CoreX.rpc.MathService.Add | deserialize:0us route:0us business:1us send:13us | total:14us
2026-06-09 16:11:54.463107 [info] : [RPC-TIMING] id=21865 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:10us | total:12us
2026-06-09 16:11:54.463152 [info] : [RPC-TIMING] id=21866 CoreX.rpc.MathService.Add | deserialize:1us route:0us business:1us send:9us | total:11us
